indicatorId,geoUnit,year,value,qualifier,magnitude
FRESP.THC,MDG: World,2022,31.09992,,
FRESP.THC,MEX,2012,32.76174,,
FRESP.THC,MEX,2013,33.02256,,
FRESP.THC,MEX,2014,34.59288,,
FRESP.THC,MEX,2015,34.74515,,
FRESP.THC,MEX,2016,33.68204,,
FRESP.THC,MEX,2017,33.45025,,
FRESP.THC,MEX,2018,34.43382,,
FRESP.THC,MEX,2019,34.3602,,
FRESP.THC,MEX,2020,34.28566,,
FRESP.THC,MEX,2021,34.40608,,
FRESP.THC,MEX,2022,34.37086,,
FRESP.THC,MKD,2012,52.62214,,
FRESP.THC,MKD,2013,49.14545,,
FRESP.THC,MKD,2014,49.14316,,
FRESP.THC,MKD,2015,49.0456,,
FRESP.THC,MKD,2016,50.82499,,
FRESP.THC,MKD,2017,52.27137,,
FRESP.THC,MKD,2018,53.40647,,
FRESP.THC,MKD,2019,53.3137,,
FRESP.THC,MKD,2020,53.73614,,
FRESP.THC,MKD,2021,54.18091,,
FRESP.THC,MKD,2022,54.43174,,
FRESP.THC,MLI,2015,10.43115,,
FRESP.THC,MLI,2017,15.11789,,
FRESP.THC,MLI,2019,18.6722,,
FRESP.THC,MLI,2021,11.85567,,
FRESP.THC,MLT,2012,29.41586,,
FRESP.THC,MLT,2013,30.36876,,
FRESP.THC,MLT,2014,30.39288,,
FRESP.THC,MLT,2015,28.54108,,
FRESP.THC,MLT,2016,28.70748,,
FRESP.THC,MLT,2017,30.9185,,
FRESP.THC,MLT,2018,32.18771,,
FRESP.THC,MLT,2019,33.35471,,
FRESP.THC,MLT,2020,33.02975,,
FRESP.THC,MLT,2021,32.74588,,
FRESP.THC,MLT,2022,33.29934,,
FRESP.THC,MMR,2017,75.61881,,
FRESP.THC,MMR,2018,76.83665,,
FRESP.THC,MMR,2019,75.97043,,
FRESP.THC,MMR,2020,75.93397,,
FRESP.THC,MMR,2021,75.07622,,
FRESP.THC,MMR,2022,71.09024,,
FRESP.THC,MNE,2013,50.89672,,
FRESP.THC,MNE,2014,49.12178,,
FRESP.THC,MNE,2015,47.56512,,
FRESP.THC,MNE,2017,49.86911,,
FRESP.THC,MNE,2018,49.5614,,
FRESP.THC,MNE,2019,52.08071,,
FRESP.THC,MNG,2012,49.61623,,
FRESP.THC,MNG,2013,48.90167,,
FRESP.THC,MNG,2014,48.92275,,
FRESP.THC,MNG,2015,49.00911,,
FRESP.THC,MNG,2016,49.08759,,
FRESP.THC,MNG,2017,57.47638,,
FRESP.THC,MNG,2018,48.87846,,
FRESP.THC,MNG,2019,48.17401,,
FRESP.THC,MNG,2020,56.9402,,
FRESP.THC,MNG,2022,57.41091,,
FRESP.THC,MOZ,2015,28.92358,,
FRESP.THC,MRT,2016,23.11091,,
FRESP.THC,MRT,2018,24.48534,,
FRESP.THC,MUS,2012,41.92635,,
FRESP.THC,MUS,2018,43.71542,,
FRESP.THC,MUS,2019,46.36542,,
FRESP.THC,MUS,2020,48.32215,,
FRESP.THC,MUS,2021,48.54557,,
FRESP.THC,MUS,2022,48.85932,,
FRESP.THC,MWI,2019,31.28981,,
FRESP.THC,MYS,2012,49.91695,,
FRESP.THC,MYS,2014,48.77893,,
FRESP.THC,MYS,2015,48.5995,,
FRESP.THC,MYS,2016,48.20048,,
FRESP.THC,MYS,2018,49.17503,,
FRESP.THC,MYS,2020,53.2901,,
FRESP.THC,MYS,2022,48.60386,,
FRESP.THC,NAM,2014,38.71829,,
FRESP.THC,NAM,2022,49.48042,,
FRESP.THC,NER,2013,17.03163,,
FRESP.THC,NGA,2019,30.61635,,
FRESP.THC,NLD,2012,23.9529,,
FRESP.THC,NLD,2013,24.56307,,
FRESP.THC,NLD,2014,24.92749,,
FRESP.THC,NLD,2015,25.19722,,
FRESP.THC,NLD,2016,26.05404,,
FRESP.THC,NLD,2017,26.13551,,
FRESP.THC,NLD,2018,27.03818,,
FRESP.THC,NLD,2019,27.85407,,
FRESP.THC,NLD,2020,28.58613,,
FRESP.THC,NLD,2021,30.24504,,
FRESP.THC,NLD,2022,30.17117,,
FRESP.THC,NOR,2012,36.20125,,
FRESP.THC,NOR,2013,36.94738,,
FRESP.THC,NOR,2014,37.43128,,
FRESP.THC,NOR,2015,37.38334,,
FRESP.THC,NOR,2016,37.58173,,
FRESP.THC,NOR,2017,38.064,,
FRESP.THC,NOR,2018,38.75966,,
FRESP.THC,NOR,2019,38.59091,,
FRESP.THC,NOR,2020,38.66219,,
FRESP.THC,NOR,2021,38.54674,,
FRESP.THC,NOR,2022,38.73211,,
FRESP.THC,OMN,2012,18.83167,,
FRESP.THC,OMN,2013,21.1336,,
FRESP.THC,OMN,2014,27.53538,,
FRESP.THC,OMN,2015,27.79939,,
FRESP.THC,OMN,2016,38.22526,,
FRESP.THC,OMN,2017,34.13238,,
FRESP.THC,OMN,2018,36.43186,,
FRESP.THC,OMN,2019,33.9736,,
FRESP.THC,OMN,2020,33.95368,,
FRESP.THC,OMN,2021,34.91619,,
FRESP.THC,OMN,2022,32.99023,,
FRESP.THC,PAK,2013,29.78468,,
FRESP.THC,PAK,2015,33.88926,,
FRESP.THC,PAK,2017,38.78984,,
FRESP.THC,PAK,2019,40.67585,,
FRESP.THC,PAK,2021,42.28401,,
FRESP.THC,PAN,2012,57.04698,,
FRESP.THC,PAN,2013,51.76849,,
FRESP.THC,PAN,2014,39.24612,,
FRESP.THC,PAN,2015,43.61905,,
FRESP.THC,PAN,2016,43.01676,,
FRESP.THC,PAN,2017,45.77922,,
FRESP.THC,PAN,2018,43.37349,,
FRESP.THC,PAN,2019,43.65971,,
FRESP.THC,PAN,2020,44.38017,,
FRESP.THC,PAN,2021,38.86424,,
FRESP.THC,PAN,2022,42.4359,,
FRESP.THC,PER,2014,31.59631,,
FRESP.THC,PER,2015,31.89093,,
FRESP.THC,PER,2016,30.49274,,
FRESP.THC,PER,2017,30.64802,,
FRESP.THC,PER,2018,30.65531,,
FRESP.THC,PER,2019,31.33163,,
FRESP.THC,PER,2020,31.15167,,
FRESP.THC,PER,2021,31.58071,,
FRESP.THC,PER,2022,31.79671,,
FRESP.THC,PHL,2013,49.45683,,
FRESP.THC,PHL,2015,51.18644,,
FRESP.THC,PHL,2018,55.64839,,
FRESP.THC,PHL,2019,54.31735,,
FRESP.THC,PHL,2020,53.41367,,
FRESP.THC,PNG,2016,33.24937,,
FRESP.THC,POL,2012,38.29214,,
FRESP.THC,POL,2013,37.79183,,
FRESP.THC,POL,2014,37.23337,,
FRESP.THC,POL,2015,37.02297,,
FRESP.THC,POL,2016,36.43764,,
FRESP.THC,POL,2017,38.11022,,
FRESP.THC,POL,2018,37.90223,,
FRESP.THC,POL,2019,37.60142,,
FRESP.THC,POL,2020,36.57723,,
FRESP.THC,POL,2021,36.23593,,
FRESP.THC,POL,2022,35.74985,,
FRESP.THC,PRT,2012,45.02141,,
FRESP.THC,PRT,2013,45.41704,,
FRESP.THC,PRT,2014,44.29232,,
FRESP.THC,PRT,2015,44.14172,,
FRESP.THC,PRT,2016,43.47517,,
FRESP.THC,PRT,2017,43.66321,,
FRESP.THC,PRT,2018,43.25292,,
FRESP.THC,PRT,2019,42.8186,,
FRESP.THC,PRT,2020,42.47762,,
FRESP.THC,PRT,2021,42.56397,,
FRESP.THC,PRT,2022,42.1314,,
FRESP.THC,PRY,2012,51.67742,,
FRESP.THC,PRY,2014,49.37888,,
FRESP.THC,PRY,2015,48.21159,,
FRESP.THC,PRY,2016,48.91909,,
FRESP.THC,PRY,2017,49.2713,,
FRESP.THC,PRY,2018,48.47208,,
FRESP.THC,PRY,2019,48.72491,,
FRESP.THC,PRY,2020,50.31161,,
FRESP.THC,PRY,2021,51.20087,,
FRESP.THC,PRY,2022,51.35734,,
FRESP.THC,PSE,2013,22.5899,,
FRESP.THC,QAT,2012,21.85507,,
FRESP.THC,QAT,2015,31.40148,,
FRESP.THC,QAT,2018,34.07407,,
FRESP.THC,QAT,2021,31.86782,,
FRESP.THC,ROU,2012,45.13614,,
FRESP.THC,ROU,2013,45.69203,,
FRESP.THC,ROU,2014,46.01053,,
FRESP.THC,ROU,2015,46.2261,,
FRESP.THC,ROU,2016,45.78253,,
FRESP.THC,ROU,2017,46.73512,,
FRESP.THC,ROU,2018,46.24877,,
FRESP.THC,ROU,2019,46.91181,,
FRESP.THC,ROU,2020,47.25881,,
FRESP.THC,ROU,2021,46.61805,,
FRESP.THC,ROU,2022,46.11389,,
FRESP.THC,RUS,2012,41.24685,,
FRESP.THC,RUS,2013,40.88289,,
FRESP.THC,RUS,2014,40.51617,,
FRESP.THC,RUS,2015,40.30695,,
FRESP.THC,RUS,2016,40.04979,,
FRESP.THC,RUS,2017,39.54774,,
FRESP.THC,RUS,2018,39.22077,,
FRESP.THC,RUS,2019,39.07691,,
FRESP.THC,RUS,2020,38.78504,,
FRESP.THC,RUS,2021,38.83378,,
FRESP.THC,RUS,2022,38.56857,,
FRESP.THC,RWA,2013,22.61411,,
FRESP.THC,RWA,2016,22.64151,,
FRESP.THC,RWA,2019,30.40541,,
FRESP.THC,SAU,2013,23.20802,,
FRESP.THC,SAU,2020,44.25817,,
FRESP.THC,SAU,2021,40.65624,,
FRESP.THC,SAU,2022,43.97663,,
FRESP.THC,SDG: Central Asia,2012,42.61683,,
FRESP.THC,SDG: Central Asia,2022,46.46975,,
FRESP.THC,SDG: Central and Southern Asia,2012,20.8833,,
FRESP.THC,SDG: Central and Southern Asia,2022,27.84819,,
FRESP.THC,SDG: Eastern Asia,2012,20.6451,,
FRESP.THC,SDG: Eastern Asia,2022,23.4888,,
FRESP.THC,SDG: Eastern and South-Eastern Asia,2012,23.58687,,
FRESP.THC,SDG: Eastern and South-Eastern Asia,2022,26.26889,,
FRESP.THC,SDG: Europe,2012,34.59822,,
FRESP.THC,SDG: Europe,2022,35.23073,,
FRESP.THC,SDG: Europe and Northern America,2012,34.59824,,
FRESP.THC,SDG: Europe and Northern America,2022,35.23065,,
FRESP.THC,"SDG: Europe, Northern America, Australia and New Zealand",2012,34.68693,,
FRESP.THC,"SDG: Europe, Northern America, Australia and New Zealand",2022,35.29795,,
FRESP.THC,SDG: Landlocked Developing Countries,2012,36.79884,,
FRESP.THC,SDG: Landlocked Developing Countries,2022,39.53079,,
FRESP.THC,SDG: Latin America and the Caribbean,2012,44.88243,,
FRESP.THC,SDG: Latin America and the Caribbean,2022,45.31468,,
FRESP.THC,SDG: Least Developed Countries,2012,23.24495,,
FRESP.THC,SDG: Least Developed Countries,2022,24.0497,,
FRESP.THC,SDG: Northern Africa,2012,40.68472,,
FRESP.THC,SDG: Northern Africa,2022,43.17624,,
FRESP.THC,SDG: Northern Africa and Western Asia,2012,34.35488,,
FRESP.THC,SDG: Northern Africa and Western Asia,2022,38.77914,,
FRESP.THC,SDG: Small Island Developing States,2012,39.51124,,
FRESP.THC,SDG: Small Island Developing States,2022,44.36803,,
FRESP.THC,SDG: South-Eastern Asia,2012,38.93197,,
FRESP.THC,SDG: South-Eastern Asia,2022,41.28712,,
FRESP.THC,SDG: Southern Asia,2012,18.87148,,
FRESP.THC,SDG: Southern Asia,2022,26.92978,,
FRESP.THC,SDG: Sub-Saharan Africa,2012,29.09491,,
FRESP.THC,SDG: Sub-Saharan Africa,2022,33.41381,,
FRESP.THC,SDG: Western Asia,2012,31.34196,,
FRESP.THC,SDG: Western Asia,2022,35.84346,,
FRESP.THC,SDG: World,2012,29.40184,,
FRESP.THC,SDG: World,2022,31.09992,,
FRESP.THC,SEN,2015,29.30589,,
FRESP.THC,SGP,2012,29.58018,,
FRESP.THC,SGP,2013,29.60751,,
FRESP.THC,SGP,2014,30.06708,,
FRESP.THC,SGP,2015,30.24862,,
FRESP.THC,SGP,2016,30.65289,,
FRESP.THC,SGP,2017,30.74373,,
FRESP.THC,SGP,2018,30.76461,,
FRESP.THC,SGP,2019,30.73171,,
FRESP.THC,SGP,2020,31.094,,
FRESP.THC,SGP,2021,31.75666,,
FRESP.THC,SGP,2022,31.7498,,
FRESP.THC,SLV,2012,38.18182,,
FRESP.THC,SLV,2013,38.82175,,
FRESP.THC,SLV,2014,37.87879,,
FRESP.THC,SLV,2015,40.35964,,
FRESP.THC,SLV,2016,39.2136,,
FRESP.THC,SLV,2017,38.63405,,
FRESP.THC,SLV,2018,39.82869,,
FRESP.THC,SLV,2019,40,,
FRESP.THC,SLV,2020,41.76904,,
FRESP.THC,SLV,2021,42.03747,,
FRESP.THC,SLV,2022,43.20557,,
FRESP.THC,SRB,2012,49.64148,,
FRESP.THC,SRB,2013,50.46097,,
FRESP.THC,SRB,2014,49.14595,,
FRESP.THC,SRB,2015,49.23491,,
FRESP.THC,SRB,2016,48.40887,,
FRESP.THC,SRB,2017,50.04326,,
FRESP.THC,SRB,2018,51.37236,,
FRESP.THC,SRB,2019,51.94219,,
FRESP.THC,SRB,2020,52.8688,,
FRESP.THC,SRB,2021,52.32284,,
FRESP.THC,SRB,2022,52.47259,,
FRESP.THC,SVK,2012,42.26335,,
FRESP.THC,SVK,2013,42.70284,,
FRESP.THC,SVK,2014,42.49203,,
FRESP.THC,SVK,2015,42.19134,,
FRESP.THC,SVK,2016,41.42216,,
FRESP.THC,SVK,2017,41.91579,,
FRESP.THC,SVK,2018,41.18588,,
FRESP.THC,SVK,2019,41.02804,,
FRESP.THC,SVK,2020,41.14859,,
FRESP.THC,SVK,2021,40.74234,,
FRESP.THC,SVK,2022,39.97283,,
FRESP.THC,SVN,2012,35.80327,,
FRESP.THC,SVN,2013,35.99207,,
FRESP.THC,SVN,2014,36.09214,,
FRESP.THC,SVN,2015,36.48744,,
FRESP.THC,SVN,2016,34.50629,,
FRESP.THC,SVN,2017,32.31053,,
FRESP.THC,SVN,2018,32.54484,,
FRESP.THC,SVN,2019,33.29984,,
FRESP.THC,SVN,2020,33.63547,,
FRESP.THC,SVN,2021,34.41838,,
FRESP.THC,SVN,2022,35.03379,,
FRESP.THC,SWE,2013,33.27048,,
FRESP.THC,SWE,2015,33.71889,,
FRESP.THC,SWE,2017,32.63299,,
FRESP.THC,SWE,2019,33.27067,,
FRESP.THC,SWE,2021,34.62595,,
FRESP.THC,SWZ,2015,41.38889,,
FRESP.THC,SYC,2016,34.89933,,
FRESP.THC,SYR,2015,34.89132,,
FRESP.THC,SYR,2022,43.577,,
FRESP.THC,TCD,2016,4.77597,,
FRESP.THC,TCD,2018,3.35126,,
FRESP.THC,TGO,2012,10.17214,,
FRESP.THC,TGO,2014,9.46502,,
FRESP.THC,TGO,2015,9.26966,,
FRESP.THC,TGO,2016,10.03185,,
FRESP.THC,TGO,2017,9.26893,,
FRESP.THC,TGO,2018,11.16751,,
FRESP.THC,TGO,2019,11.15619,,
FRESP.THC,TGO,2020,11.17886,,
FRESP.THC,TGO,2021,11.39113,,
FRESP.THC,TGO,2022,11.4656,,
FRESP.THC,THA,2014,53.27716,,
FRESP.THC,THA,2015,56.07597,,
FRESP.THC,THA,2016,53.14539,,
FRESP.THC,THA,2017,49.71067,,
FRESP.THC,THA,2018,50.33312,,
FRESP.THC,THA,2019,50.19776,,
FRESP.THC,THA,2020,45.89574,,
FRESP.THC,THA,2021,48.63125,,
FRESP.THC,TJK,2012,24.1629,,
FRESP.THC,TJK,2013,33.829,,
FRESP.THC,TJK,2014,33.36192,,
FRESP.THC,TJK,2015,35.91407,,
FRESP.THC,TJK,2016,36.90888,,
FRESP.THC,TJK,2017,38.40749,,
FRESP.THC,TJK,2018,37.4529,,
FRESP.THC,TJK,2019,38.06139,,
FRESP.THC,TJK,2020,37.00583,,
FRESP.THC,TTO,2012,43.76368,,
FRESP.THC,TTO,2013,49.67846,,
FRESP.THC,TTO,2014,54.64169,,
FRESP.THC,TTO,2015,53.64135,,
FRESP.THC,TTO,2016,49.74545,,
FRESP.THC,TTO,2017,55.90969,,
FRESP.THC,TTO,2018,56.49081,,
FRESP.THC,TTO,2019,56.39842,,
FRESP.THC,TTO,2020,51.1976,,
FRESP.THC,TTO,2021,50.20576,,
FRESP.THC,TTO,2022,49.73214,,
FRESP.THC,TUN,2012,50.71659,,
FRESP.THC,TUN,2013,53.09042,,
FRESP.THC,TUN,2014,53.92925,,
FRESP.THC,TUN,2015,54.66043,,
FRESP.THC,TUN,2016,54.88519,,
FRESP.THC,TUN,2017,55.30649,,
FRESP.THC,TUN,2018,55.43944,,
FRESP.THC,TUN,2019,55.65702,,
FRESP.THC,TUN,2020,56.19311,,
FRESP.THC,TUN,2021,53.9864,,
FRESP.THC,TUN,2022,54.86958,,
FRESP.THC,TUR,2012,36.15027,,
FRESP.THC,TUR,2013,36.23124,,
FRESP.THC,TUR,2014,36.89133,,
FRESP.THC,TUR,2015,37.46012,,
FRESP.THC,TUR,2016,37.93738,,
FRESP.THC,TUR,2017,37.90501,,
FRESP.THC,TUR,2018,37.19714,,
FRESP.THC,TUR,2019,37.44728,,
FRESP.THC,TUR,2020,37.52957,,
FRESP.THC,TUR,2021,37.18392,,
FRESP.THC,TUR,2022,37.32745,,
FRESP.THC,TZA,2013,29.83029,,
FRESP.THC,UGA,2014,29.76313,,
FRESP.THC,UIS: Arab States,2012,36.10608,,
FRESP.THC,UIS: Arab States,2022,41.40229,,
FRESP.THC,UIS: Central Asia,2012,45.21197,,
FRESP.THC,UIS: Central Asia,2022,50.76159,,
FRESP.THC,UIS: Central and Eastern Europe,2012,40.10626,,
FRESP.THC,UIS: Central and Eastern Europe,2022,37.86163,,
FRESP.THC,UIS: East Asia and the Pacific,2012,23.69455,,
FRESP.THC,UIS: East Asia and the Pacific,2022,26.30748,,
FRESP.THC,UIS: Latin America and the Caribbean,2012,44.88255,,
FRESP.THC,UIS: Latin America and the Caribbean,2022,45.31442,,
FRESP.THC,UIS: North America and Western Europe,2012,32.1292,,
FRESP.THC,UIS: North America and Western Europe,2022,34.01348,,
FRESP.THC,UIS: South and West Asia,2012,18.87148,,
FRESP.THC,UIS: South and West Asia,2022,26.92978,,
FRESP.THC,UIS: Sub-Saharan Africa,2012,29.1996,,
FRESP.THC,UIS: Sub-Saharan Africa,2022,33.57462,,
FRESP.THC,UIS: World,2012,29.40184,,
FRESP.THC,UIS: World,2022,31.09992,,
FRESP.THC,UKR,2012,45.81116,,
FRESP.THC,UKR,2013,45.82349,,
FRESP.THC,UKR,2014,45.8131,,
FRESP.THC,UKR,2015,46.30816,,
FRESP.THC,UKR,2016,44.99639,,
FRESP.THC,UKR,2017,44.67437,,
FRESP.THC,UKR,2018,44.73365,,
FRESP.THC,UKR,2019,44.30469,,
FRESP.THC,UKR,2020,45.38083,,
FRESP.THC,UKR,2021,45.83884,,
FRESP.THC,UKR,2022,46.43886,,
FRESP.THC,UNESCO: SIDS,2012,39.3182,,
FRESP.THC,UNESCO: SIDS,2022,44.27345,,
FRESP.THC,URY,2012,49.31759,,
FRESP.THC,URY,2013,49.0159,,
FRESP.THC,URY,2014,49.14815,,
FRESP.THC,URY,2015,49.28282,,
FRESP.THC,URY,2016,50.35702,,
FRESP.THC,URY,2017,50.58745,,
FRESP.THC,URY,2018,50.66193,,
FRESP.THC,URY,2019,50.72693,,
FRESP.THC,URY,2020,50.70203,,
FRESP.THC,URY,2021,50.92621,,
FRESP.THC,URY,2022,50.57539,,
FRESP.THC,UZB,2012,41.1545,,
FRESP.THC,UZB,2013,41.72133,,
FRESP.THC,UZB,2014,40.64967,,
FRESP.THC,UZB,2015,41.09217,,
FRESP.THC,UZB,2016,40.34912,,
FRESP.THC,UZB,2017,40.62775,,
FRESP.THC,UZB,2018,40.7853,,
FRESP.THC,UZB,2019,38.79028,,
FRESP.THC,UZB,2020,38.98916,,
FRESP.THC,UZB,2021,41.37828,,
FRESP.THC,UZB,2022,41.94708,,
FRESP.THC,VEN,2012,58.98666,,
FRESP.THC,VEN,2013,60.71641,,
FRESP.THC,VEN,2014,61.04607,,
FRESP.THC,VEN,2015,61.62232,,
FRESP.THC,VEN,2016,61.43325,,
FRESP.THC,VEN,2019,55.27598,,
FRESP.THC,VEN,2020,55.27706,,
FRESP.THC,VEN,2021,54.99627,,
FRESP.THC,VEN,2022,49.79957,,
FRESP.THC,VNM,2013,44.06735,,
FRESP.THC,VNM,2015,44.78919,,
FRESP.THC,VNM,2019,46.67098,,
FRESP.THC,VNM,2021,47.10642,,
FRESP.THC,WB: High income (July 2025),2012,28.45817,,
FRESP.THC,WB: High income (July 2025),2022,30.56184,,
FRESP.THC,WB: Low income (July 2025),2012,26.44527,,
FRESP.THC,WB: Low income (July 2025),2022,26.80171,,
FRESP.THC,WB: Lower middle income (July 2025),2012,28.48711,,
FRESP.THC,WB: Lower middle income (July 2025),2022,32.68839,,
FRESP.THC,WB: Middle income (July 2025),2012,30.53022,,
FRESP.THC,WB: Middle income (July 2025),2022,31.57507,,
FRESP.THC,WB: Upper middle income (July 2025),2012,31.05993,,
FRESP.THC,WB: Upper middle income (July 2025),2022,31.30178,,
FRESP.THC,WB: World,2012,29.40184,,
FRESP.THC,WB: World,2022,31.09992,,
FRESP.THC,ZAF,2012,43.71906,,
FRESP.THC,ZAF,2013,44.04267,,
FRESP.THC,ZAF,2014,44.28928,,
FRESP.THC,ZAF,2015,44.97947,,
FRESP.THC,ZAF,2016,45.08553,,
FRESP.THC,ZAF,2017,44.91268,,
FRESP.THC,ZAF,2018,45.68574,,
FRESP.THC,ZAF,2019,46.16464,,
FRESP.THC,ZAF,2020,46.57037,,
FRESP.THC,ZAF,2021,46.9852,,
FRESP.THC,ZAF,2022,47.61077,,
FRESP.THC,ZWE,2012,25.2647,,